'RQ-20_Puma';0.01;2.5;1;0.0304;0.012;0.012;'RQ-20_Puma';0.0402;5.0;1;0.1235;0.0598;0.0368;0.0239;0.0239;'RQ-20_Puma';1.004;25.0;5;3.0267;0.484;0.2441;0.2108;0.1468;0.1334;'RQ-20_Puma';4.0161;50.0;10;3.0668;0.9418;0.4837;0.2806;0.3194;0.2405;'RQ-20_Puma';9.0361;75.0;15;2.9834;1.1831;0.6087;0.4158;0.4551;0.4416
'RQ-11_Raven';0.0588;7.142857142857143;1;0.085;0.0435;0.024;0.0187;0.012;0.012;0.012;'RQ-11_Raven';0.2352;14.285714285714286;2;0.3402;0.1697;0.0909;0.0523;0.039;0.0245;0.024;0.0246;'RQ-11_Raven';5.8789;71.42857142857143;14;1.7163;0.4328;0.2883;0.217;0.1441;0.133;'RQ-11_Raven';23.5156;142.85714285714286;28;1.5118;0.6812;0.4822;0.2899;0.3169;0.2797;'RQ-11_Raven';52.9101;214.28571428571428;42;1.6495;0.8872;0.7274;0.4156;0.3779
'RQ-12A_Wasp';0.1324;7.142857142857143;1;0.109;0.0553;0.0299;0.0233;0.015;0.015;0.015;'RQ-12A_Wasp';0.5296;14.285714285714286;2;0.4247;0.2122;0.1054;0.0662;0.0465;0.0299;0.0299;0.0299;'RQ-12A_Wasp';13.2398;71.42857142857143;14;0.7861;0.4077;0.2976;0.1773;0.2035;0.1739;'RQ-12A_Wasp';52.9591;142.85714285714286;28;0.8363;0.5986;0.366;0.3919;0.4438;'RQ-12A_Wasp';119.158;214.28571428571428;42;0.7317;0.6806;0.5136;0.5337
'Solar_Puma';0.0033;2.5;1;0.0304;0.012;0.012;'Solar_Puma';0.0134;5.0;1;0.1244;0.0617;0.0359;0.0239;0.0239;'Solar_Puma';0.3347;25.0;5;3.0343;0.6157;0.3086;0.2093;0.1356;0.1302;'Solar_Puma';1.3387;50.0;10;12.0522;1.147;0.5756;0.4215;0.2978;0.3112;'Solar_Puma';3.012;75.0;15;9.1397;1.6106;0.7685;0.7027;0.3982;0.4274
